user_id,skill_name,mastery
98,16,0.0674397408455422
182,5,0.5942918184051623
73,13,0.0038000112373153
33,16,0.0814298655025158
132,43,0.1165802241472061
124,32,5.147481456767245e-05
53,18,0.0083697549025406
85,32,0.0004797012097604
176,24,0.0853138765367957
108,32,4.229363522945184e-05
161,10,0.0179827793205667
98,5,0.8151463988764555
108,8,0.0019998050549028
86,23,0.0053175629318179
143,3,0.0370692019608643
17,12,0.0003560957998784
46,13,0.0058695385830334
93,49,0.056518684057759
8,32,4.229363539815872e-05
189,32,4.229363539815872e-05
81,33,0.0303267869236381
20,45,0.0073578778795394
108,10,0.016553574652783
164,47,0.0034775870880381
50,0,0.0452055939650148
98,32,4.229363540169992e-05
169,6,0.0083761862506931
47,32,0.0004797012947677
57,32,4.229363714733137e-05
98,12,5.593440078324896e-05
187,46,0.0002538522442127
44,49,0.0644066311153708
116,12,3.7409979839811e-05
122,12,3.726026039157935e-05
30,1,0.0632144602834212
143,42,1.559129278558676e-06
84,49,0.0663293115735929
75,31,0.0048824675304314
31,49,0.0661858010037058
152,20,8.874678155268276e-06
103,1,0.0598455204760105
107,1,0.0641690345819149
181,24,0.1003077339523387
14,49,0.064274847280704
42,36,0.2976693942244055
169,29,0.0129757875127592
10,3,0.0417616229245443
74,23,0.0059054499797684
123,3,0.0438260346379526
178,49,0.0654764049192122
32,0,0.0513567104147245
70,49,0.0748889041128856
52,46,0.0001427904047421
150,3,0.0514102561512249
198,49,0.1195690170024619
98,49,0.0751990926877206
197,13,0.0077785278667713
115,49,0.0742456614435491
154,34,7.990330346249921e-05
140,18,0.0016805406193204
198,4,0.0239757387186133
24,40,1.4422821850839111e-06
73,29,0.0147546829963869
102,34,5.11983385217045e-05
149,24,0.116115062310447
171,24,0.1130216078769529
138,46,0.0001427904047421
120,49,0.0759845880124914
52,40,2.718021220742887e-06
96,46,0.0001427904047421
166,28,0.7900778012864966
63,47,0.0036724383815647
120,16,0.1131353803826585
139,47,0.003720870862681
91,40,1.4422821850839111e-06
177,11,0.0202052681429339
51,5,0.8928541503147898
36,1,0.0703891051618375
159,33,0.0395220045191322
17,28,0.7117506341255971
23,12,3.0439983220373585e-05
166,0,0.0513819595857607
187,32,5.147886967119731e-05
144,32,4.2293635401775815e-05
82,33,0.0489930397829413
0,43,0.1947889555759476
194,42,1.5591100369419049e-06
100,5,0.9501561684031804
4,27,0.0104997732956965
106,33,0.0457987708370081
105,5,0.9274607859394332
71,32,4.2297682370824015e-05
183,42,2.6707643248854045e-06
187,6,0.0104865284921112
30,12,3.134121415046288e-05
133,33,0.0442620132901516
92,49,0.0828415845935014
176,42,1.5591099535307437e-06
45,32,4.248643759628459e-05
163,9,1.0276218090491251e-05
70,8,0.0036042015782695
82,15,0.0042171402701793
3,12,0.9999999999988928
45,45,0.0134875442591707
