user_id,skill_name,mastery
98,16,0.0209666503684906
182,5,0.0189422897207269
73,13,0.005601185079119
33,16,0.0255992664005454
132,43,9.989997567160622e-05
124,32,0.0003486774415088
53,18,0.0035988481995885
85,32,0.0005799765482075
176,24,0.0020661096490059
108,32,0.0001231282107528
161,10,0.013032296095039
98,5,0.0146046209571918
108,8,0.0159093619045944
86,23,0.0243398537548472
143,3,0.0527257395063656
17,12,0.0003304985926803
46,13,0.0087550828830988
93,49,0.097617881293193
8,32,0.0001279961420237
189,32,0.0001279962174214
81,33,0.0466499834686666
20,45,0.0163148116491923
108,10,0.0111382002386938
164,47,1.2326019094955284e-05
50,0,0.0640251566245902
98,32,0.0001310394269651
169,6,0.148182985311796
47,32,0.0006394094398174
57,32,0.000150332997916
98,12,8.578130531776765e-05
187,46,0.0018466285841439
44,49,0.1138082880945863
116,12,3.853235188112265e-05
122,12,7.29717411570663e-05
30,1,7.234229250167443e-05
143,42,0.0692529491699945
84,49,0.1128172838030839
75,31,0.0033982032956488
31,49,0.1129961711800661
152,20,0.0008175766739368
103,1,6.482464692059522e-05
107,1,8.908274373370564e-05
181,24,0.002414914874335
14,49,0.1126163863308085
42,36,0.0263136887947516
169,29,0.0015158710309069
10,3,0.0571939958675448
74,23,0.027687622559825
123,3,0.0599790980235386
178,49,0.1131464661960683
32,0,0.0715083195594262
70,49,0.1274189456076682
52,46,0.0019124564545037
150,3,0.0701540916890893
198,49,0.139815071617301
98,49,0.1275155687282198
197,13,0.0115271484926817
115,49,0.1274854170310226
154,34,0.002238869811394
140,18,0.0046296144478486
198,4,0.9998555805293023
24,40,0.0008743602343302
73,29,0.001721330946463
102,34,0.0021722791170414
149,24,0.0029063999669778
171,24,0.0027254970424047
138,46,0.0019124564545036
120,49,0.1285769618640192
52,40,0.0009902296156994
96,46,0.0019124564545036
166,28,0.0001023005170871
63,47,7.489825842576679e-06
120,16,0.0489291160629377
139,47,9.119814621161715e-06
91,40,0.0008743606018287
177,11,0.0266517851840202
51,5,0.0194564305285171
36,1,8.623747485336966e-05
159,33,0.0599141087928967
17,28,0.0001094169448405
23,12,3.1979363152279786e-05
166,0,0.0712391386552801
187,32,0.000449821834319
144,32,0.0001341311351204
82,33,0.0743111479748764
0,43,0.0001946127788976
194,42,0.0850402859066533
100,5,0.0243452090975662
4,27,0.0436073251162127
106,33,0.0694375824071052
105,5,0.0224083869846318
71,32,0.0002532556401527
183,42,0.1021293806171812
187,6,0.1768759868374581
30,12,3.284570769777373e-05
133,33,0.0670712447898701
92,49,0.1421862257647269
176,42,0.0823047656659513
45,32,0.0003322286914251
163,9,0.0147260908941743
70,8,0.0252251622582915
82,15,0.0045507139541024
3,12,0.9999999999999908
45,45,0.0306590464726397
8,6,0.2188874625892962
32,49,0.1424446375499074
199,11,0.031029392823996
110,26,0.2412849376022282
152,31,0.003953713899329
163,45,0.0395742513679833
110,28,0.0001143166739813
69,40,0.0009727136294627
33,22,0.0105765864440934
38,22,0.0104704644896052
55,49,0.1420277921372045
167,10,0.0202413441792149
108,16,0.0512249935692338
106,49,0.1422505742177124
61,49,0.1420291441939524
190,24,0.0036858325010563
166,24,0.004274557903212
3,49,0.1420024346010697
3,37,0.0002551404954206
147,49,0.1628134694164812
111,10,0.0165854605601765
10,40,0.0010859354521541
110,24,0.0034860017175262
146,46,0.0022682136870016
98,10,0.021576422861399
75,42,0.0850404154046188
59,24,0.0035228183160002
87,10,0.0209030805577198
46,24,0.003685832501066
