user_id,skill_name,mastery
98,16,0.0013930450824343
182,5,0.0367518002836902
73,13,0.0002327298891839
33,16,0.0011213812874768
132,43,0.0024697235213269
124,32,0.0099329903042965
53,18,0.036544397486512
85,32,0.0109817091171326
176,24,0.0260123889520647
108,32,0.0110507510771214
161,10,0.0063777918603854
98,5,0.0521535895582602
108,8,0.0242898076591194
86,23,2.00747147653029e-05
143,3,0.0979557789669752
17,12,0.000115180771739
46,13,0.0002953610380004
93,49,0.0552273517322894
8,32,0.013240728040318
189,32,0.0132403558440952
81,33,0.0980297240356433
20,45,0.0108488940823191
108,10,0.0061463759035549
164,47,0.010074431951143
50,0,0.0001187933444048
98,32,0.0154362156097154
169,6,0.000929882774327
47,32,0.0153073867011431
57,32,0.0154140725767331
98,12,4.032532769018448e-05
187,46,0.0180667247745603
44,49,0.063271727082651
116,12,2.8900543343503227e-05
122,12,2.551007290091106e-05
30,1,0.0354694695290345
143,42,0.9983210319905084
84,49,0.0638300552298013
75,31,2.781286325209195e-05
31,49,0.0639284362802795
152,20,0.0068417682137092
103,1,0.0348063651689729
107,1,0.0369009365445782
181,24,0.0326330446668947
14,49,0.0629185034817686
42,36,0.0957310064621499
169,29,0.0025426878004185
10,3,0.091240512239939
74,23,2.825472042258585e-05
123,3,0.0890692767986782
178,49,0.0637203675388786
32,0,0.0001837975786822
70,49,0.072433856345529
52,46,0.0238514747110568
150,3,0.1041396707998996
198,49,0.0913414674678333
98,49,0.0725583321552972
197,13,0.0003352329967166
115,49,0.0721431221887631
154,34,0.0104026429471629
140,18,0.04632512154502
198,4,0.0003230932310917
24,40,0.1417797822136941
73,29,0.00289171586527
102,34,0.011289319152972
149,24,0.038183267851869
171,24,0.0369922575752538
138,46,0.0237486914584664
120,49,0.0725881319397524
52,40,0.1385641580352744
96,46,0.0237472279528818
166,28,0.0014017769820024
63,47,0.0134490450679952
120,16,0.0022429666012494
139,47,0.0134199011359996
91,40,0.1404838562678924
177,11,0.0057580146315105
51,5,0.0685180102645467
36,1,0.0407527598609008
159,33,0.1221488695382396
17,28,0.0011815690105817
23,12,2.159815605187981e-05
166,0,0.0001958147223891
187,32,0.0174982040596311
144,32,0.0198212554380658
82,33,0.1485196130456272
0,43,0.0050107489259752
194,42,0.1877322958495521
100,5,0.0890686407319451
4,27,0.0045161809455426
106,33,0.1389220967042385
105,5,0.0796909856468409
71,32,0.0197112768063627
183,42,0.2449521838099057
187,6,0.0011255322347648
30,12,2.221973894489842e-05
133,33,0.134247244103923
92,49,0.0806091548854694
176,42,0.1587238888877714
45,32,0.0196894868742387
163,9,0.0660965755223956
70,8,0.0410133297752277
82,15,0.0055360469496338
3,12,0.9999999974718444
45,45,0.0197386132715505
8,6,0.0015646745869357
32,49,0.0800022510217895
199,11,0.0067646533878944
110,26,0.0041624776540591
152,31,8.087428283176892e-05
163,45,0.0249906234968406
110,28,0.0016003859933914
69,40,0.1563412811130325
33,22,7.88262520221773e-08
38,22,1.5511302445144977e-07
55,49,0.0810564525305486
167,10,0.0112335351088298
108,16,0.0025130232857568
106,49,0.0800016750612652
61,49,0.0811985731462223
190,24,0.0454454030142938
166,24,0.0488130175587215
3,49,0.0811977462009725
3,37,0.0004065202747573
147,49,0.1149586612574107
111,10,0.0093371113022541
10,40,0.1547134201789194
110,24,0.0442374341586967
146,46,0.0243917862590601
98,10,0.0119206392355745
75,42,0.170808991929734
59,24,0.0444141693647393
87,10,0.0115734873168492
46,24,0.0454454012071533
46,46,0.0221285567809802
194,23,1.0014938159134948e-05
47,3,0.1171753760627865
52,10,0.0099428735783566
178,22,8.77263381961842e-08
53,3,0.1171760702335051
184,22,1.3841396163612034e-07
104,23,2.459595084841508e-05
56,35,0.0240444962200693
31,23,7.960531790536828e-06
27,23,7.960531790536828e-06
49,46,0.0221221396611813
41,23,1.156093675275954e-05
40,23,1.6305718505548556e-05
112,49,0.0804686582589895
66,23,8.84535202052423e-06
22,43,0.0084449362666419
192,46,0.0263153084273383
87,3,0.1226235366419724
87,43,0.006578476132727
34,10,0.0133745852451746
75,3,0.117410478762949
191,22,1.1103586245884332e-07
113,3,0.127571138474986
17,10,0.0126744963814712
129,3,0.1263273623636965
7,4,4.226954734389144e-05
9,10,0.0104431054722284
109,45,0.0283659976241795
51,10,0.0114721805708055
150,23,1.085554316643843e-05
111,8,0.0451464011402584
46,3,0.1174128746782383
159,3,0.139575466325896
2,10,0.0116778884786037
96,43,0.0063314720060383
192,13,0.0003631264998272
55,42,0.2635544809441518
180,3,0.1280851497181886
10,24,0.0528208955139404
194,47,0.0167420808885664
198,1,0.0545599660795511
67,10,0.0104431054647299
5,3,0.1275702323133251
3,3,0.1275805057563409
75,6,0.0015903416039961
80,6,0.0011721780096788
90,14,0.0001902613382971
180,1,0.0538763234516655
158,18,0.0551870325998856
128,13,0.0003837787739241
80,10,0.0123353011646511
76,45,0.0242336822995469
38,24,0.0455008134816867
138,34,0.0130112680579226
124,45,0.0269404947203221
100,10,0.0130208754574917
78,18,0.055187112025693
26,5,0.1057765049661329
82,46,0.0286110370287084
3,18,0.0638425146629664
118,34,0.0133001141947883
120,34,0.0137428225551177
70,29,0.0033846790706019
155,45,0.0242336078133391
198,47,0.0168001822493852
99,42,0.2756762428978821
12,17,0.0737926677893897
127,6,0.0014748552574148
190,16,0.0027849457485897
150,49,0.0888727546386435
168,24,0.0548092991754326
5,29,0.0024081820960621
144,46,0.0289782430411534
190,28,0.001804690360257
183,24,0.0466538324373175
187,24,0.0508083718222733
67,9,0.0737557629461445
197,24,0.0472356503708561
180,28,0.0012904309614719
48,40,0.1686299413053425
159,43,0.00564605995318
10,25,0.0014685560874764
148,10,0.0120031456738724
146,10,0.0126744963836315
132,16,0.0028008236592661
143,37,0.0005887620160972
149,10,0.0130208754602351
136,42,0.2515255143847069
90,16,0.0027884602210111
167,12,6.030512702461487e-05
48,45,0.0229493398074476
32,46,0.0263179936001534
85,49,0.0884199673450626
57,49,0.0885716323062379
122,28,0.0014270383711959
71,40,0.1844137412613176
29,26,0.0052632201638887
96,31,2.7198146140948046e-05
104,28,0.0017247910454041
13,47,0.0167730254211972
165,6,0.0011721780096788
14,6,0.0011274948436368
92,8,0.0462335832904549
183,31,6.604564148089454e-05
51,28,0.0017247910454463
180,33,0.1614356027545884
0,32,0.0219653961111613
9,32,0.0218997006967641
10,1,0.0538762930640731
143,26,0.0048766809510622
132,40,0.169362057103517
63,32,0.021899700695369
182,42,0.2756762434714629
75,32,0.0220095370281859
173,5,0.0865955705432749
150,40,0.1701253541125025
190,42,0.1706059796341427
79,12,9.274228028975046e-05
5,46,0.0257820543707326
134,32,0.0220095370278075
40,27,0.0050159097676282
42,33,0.1525536358849879
122,15,0.0058118288672207
18,33,0.1754786552129143
58,45,0.0333672859506728
76,24,0.0507879165988631
89,10,0.0148559421719574
131,5,0.1076263923216544
90,10,0.01485594217195
96,10,0.0148559421720951
99,10,0.0118691050100288
189,3,0.1353447233669613
107,43,0.0056474177011792
11,46,0.0329997243474668
4,16,0.0030710186690641
8,16,0.0030710241482762
106,22,1.1204033158981184e-07
140,6,0.0013081517951364
13,46,0.0330005798523889
125,6,0.0012203109550391
66,10,0.0137970738308932
179,0,0.0002454665599669
63,10,0.0124849590126975
181,6,0.0012203109550391
152,49,0.097046250879471
59,22,0.9999999984259272
168,22,0.9999999851096444
6,28,0.0015551065315123
8,1,0.0589303338000251
65,41,1.9319084024358197e-05
42,43,0.0069404323781908
68,28,0.0017751498623053
125,26,0.0042595832028416
154,49,0.096746451213449
134,37,0.0005181382049882
111,16,0.0030674952386381
33,8,0.049579255571604
160,45,0.0161629011358199
40,10,0.01102769014218
196,21,0.0127587079067399
14,41,1.4227172995232644e-05
146,42,0.2464815663997377
112,3,0.1353506081879328
143,8,0.0503431141635446
172,36,0.1441428805156976
172,21,0.012758696719597
144,42,0.1921408390803314
89,36,0.1409177014764103
29,42,0.2805825320347277
83,3,0.136574798285752
64,32,0.0240202914390833
71,1,0.0569174441483676
126,32,0.0241070899036246
156,35,0.0275807431983482
173,32,0.0241289598754196
160,32,0.0240418892616697
78,3,0.1383034367602054
168,40,0.186419582672804
144,35,0.026864975096085
158,40,0.1852970875866938
5,5,0.1028198223545604
173,49,0.0986882275593101
54,8,0.0501882135667381
47,46,0.0323836154643457
197,49,0.097194325797905
66,21,0.0133078560611123
124,42,0.2464815666023373
