skill,n,auc,logloss,acc@0.5
0,2589,0.4483480176211454,0.28113717007876476,0.9190283400809717
1,2893,0.5273293274451604,0.26056766697085654,0.9272959183673469
10,2725,0.53984268125855,0.2856626931395108,0.9171483622350675
11,2731,0.5643028846153846,0.2573106623760227,0.9285714285714286
12,2994,0.4110796813870359,0.27385284584325686,0.9211324570273003
13,2858,0.42955128205128207,0.27817078707150533,0.9202453987730062
14,3739,0.42773142112125156,0.23025795058828155,0.9388004895960832
15,3459,0.5152866024458563,0.21816363834032867,0.9431664411366711
16,2995,0.5309779770194986,0.28324382934998316,0.9181585677749361
17,3543,0.5418275418275418,0.22494694216252706,0.940677966101695
18,2644,0.5358333333333333,0.24416872262299064,0.9336099585062241
19,3912,0.5198048523206751,0.22565437823421425,0.9404761904761905
20,3395,0.5016174948240165,0.2380141331948414,0.935933147632312
21,3977,0.5121341290139243,0.23148223583966182,0.9383499546690843
22,3297,0.49636944181646164,0.2736562827992766,0.92003046458492
23,2468,0.3739329504889026,0.2844109653988811,0.9176755447941889
24,2513,0.521353352100928,0.30326043416750825,0.9096858638743456
25,3521,0.588501291989664,0.19769703407830624,0.9502762430939227
26,3491,0.5602364185110664,0.22830866976125103,0.9395085066162571
27,2924,0.5222746331236896,0.22660058508362055,0.9401330376940134
28,3165,0.5989779798175194,0.2583836039046848,0.9281524926686217
29,2793,0.5731303418803418,0.2467439523343149,0.9326424870466321
3,2667,0.5200648907103825,0.2797351670318662,0.9195979899497487
30,3760,0.4081818181818182,0.1962043414151631,0.9507829977628636
31,3487,0.3384629618207611,0.21569567063040138,0.944043321299639
32,2065,0.5069444444444444,0.3132210464683677,0.9053254437869822
33,2514,0.5478045325779036,0.28608634798517596,0.9168831168831169
34,3281,0.5152753921905416,0.25747348186027363,0.9285091543156059
35,3090,0.5355632449058054,0.2572958725483547,0.9285714285714286
36,2810,0.4833333333333333,0.27120403057404124,0.9230769230769231
37,3296,0.439,0.2213491607448596,0.9420289855072463
38,4534,0.5423121292023731,0.18086506589187917,0.9558665231431647
39,3472,0.41810398935502496,0.23052441233095244,0.9387019230769231
4,3224,0.44542372881355935,0.23647226002165503,0.9365079365079365
40,2918,0.5077310924369748,0.2880277764440089,0.9161676646706587
41,3525,0.38123056994818655,0.2292380115194069,0.9391727493917275
42,2993,0.578265263658522,0.29013405819526705,0.913926499032882
43,2605,0.4929545194180319,0.2976022436901975,0.9121212121212121
45,2552,0.5735665694849368,0.27609334649238515,0.9210526315789473
46,2699,0.5292338709677419,0.26957199013010985,0.9237187127532777
47,2895,0.5045002636137681,0.2948139184769057,0.9133089133089133
48,3296,0.47916666666666663,0.22057015457640788,0.9423076923076923
49,2488,0.5048310027404962,0.3074199417858159,0.9078787878787878
5,2379,0.580993969640258,0.28813376805381086,0.916
6,2602,0.4777564368770764,0.26706058372183955,0.9247311827956989
7,2634,0.4732142857142857,0.24493652771443192,0.9333333333333333
8,2849,0.5117366934974082,0.26057926181207963,0.9272943980929678
9,3470,0.5184733356570234,0.22472265561867982,0.940809968847352
