skill,n,auc,logloss,acc@0.5
0,2589,0.49977973568281936,0.2811359454773117,0.9190283400809717
1,2893,0.5265812398947851,0.2605596560788425,0.9272959183673469
10,2725,0.535561608364276,0.28563066800024056,0.9171483622350675
11,2731,0.5709134615384616,0.25728347531257,0.9285714285714286
12,2994,0.4365377578879226,0.273854030580653,0.9211324570273003
13,2858,0.5327564102564102,0.2781634073703514,0.9202453987730062
14,3739,0.4116688396349413,0.22749843522389748,0.9388004895960832
15,3459,0.4875828380132541,0.2181644704225278,0.9431664411366711
16,2995,0.5204561281337047,0.28319731768058093,0.9181585677749361
17,3543,0.4362934362934363,0.22512942322430413,0.940677966101695
18,2644,0.54,0.24419763481294945,0.9336099585062241
19,3912,0.5125879043600562,0.22563901694314403,0.9404761904761905
20,3395,0.3980007763975155,0.2380156179325896,0.935933147632312
21,3977,0.46093350383631715,0.23148407753324068,0.9383499546690843
22,3297,0.45987464522232735,0.27869639116079636,0.92003046458492
23,2468,0.5230094676392985,0.2844076588086925,0.9176755447941889
24,2513,0.5220310707955375,0.3032463269420398,0.9096858638743456
25,3521,0.5923772609819121,0.19769550974734593,0.9502762430939227
26,3491,0.5569353621730383,0.2283097020356112,0.9395085066162571
27,2924,0.5213137665967853,0.22659843848501476,0.9401330376940134
28,3165,0.6028307057420124,0.25468897504937105,0.9281524926686217
29,2793,0.5881410256410255,0.24671352357952236,0.9326424870466321
3,2667,0.5186347336065572,0.2797451064443753,0.9195979899497487
30,3760,0.48224598930481277,0.19620347285696835,0.9507829977628636
31,3487,0.5363905507925739,0.21568976672671328,0.944043321299639
32,2065,0.4047181372549019,0.3132367048547005,0.9053254437869822
33,2514,0.549929178470255,0.28623729568320805,0.9168831168831169
34,3281,0.43858925913202795,0.2574789214689367,0.9285091543156059
35,3090,0.538328453553367,0.25729235944716583,0.9285714285714286
36,2810,0.4966666666666667,0.27119536497714103,0.9230769230769231
37,3296,0.4672307692307692,0.2213493419174246,0.9420289855072463
38,4534,0.5376565589980224,0.18086425084400634,0.9558665231431647
39,3472,0.3873239436619718,0.23052498357053117,0.9387019230769231
4,3224,0.5283898305084745,0.23646304819410263,0.9365079365079365
40,2918,0.3886834733893557,0.2880312894705104,0.9161676646706587
41,3525,0.47932642487046634,0.22923775278014996,0.9391727493917275
42,2993,0.46618512573568754,0.2933589440707195,0.913926499032882
43,2605,0.5097949364188338,0.29752152226178546,0.9121212121212121
45,2552,0.5745383867832847,0.2761244955721061,0.9210526315789473
46,2699,0.3990020161290322,0.2695948127480986,0.9237187127532777
47,2895,0.481509377118325,0.2948162989319277,0.9133089133089133
48,3296,0.4742772108843537,0.2205718405661629,0.9423076923076923
49,2488,0.5089593141732838,0.30742049143213535,0.9078787878787878
5,2379,0.6286130172593055,0.280984981965505,0.916
6,2602,0.4954448712624584,0.26705773901420077,0.9247311827956989
7,2634,0.43973214285714285,0.2449372667841704,0.9333333333333333
8,2849,0.468930422689536,0.2605838101569053,0.9272943980929678
9,3470,0.40353781805507144,0.224733462628884,0.940809968847352
